id_venda,data,id_cliente,id_vendedor,id_formapag,id_produto,quantidadeVendida,desconto,custoTotal,valorVendaBruta
2518,2026-06-23,83,2,3,8,2,0.0,4.5,6.5249999999999995
2519,2026-05-15,77,3,2,17,2,0.0,130.9,229.07500000000002
2520,2026-03-24,97,3,2,9,3,0.04,6.449999999999999,11.2875
2521,2026-06-19,1,3,3,2,1,0.02,68.15,98.81750000000001
2522,2026-07-27,28,3,1,19,3,0.0,13.620000000000001,23.835
2523,2026-05-05,93,2,2,22,4,0.04,29.8,52.15
2524,2026-06-05,75,3,1,26,2,0.01,27.5,48.125
2525,2026-08-24,78,2,2,18,3,0.02,231.95999999999998,405.93
2526,2026-06-20,98,1,3,5,1,0.05,154.25,223.6625
2527,2026-07-13,66,3,4,12,2,0.02,13.16,23.03
2528,2026-01-21,47,3,1,4,2,0.04,190.7,276.515
2529,2026-03-30,69,3,1,21,2,0.01,4.5,7.875
2530,2026-06-23,12,1,1,34,1,0.05,9.89,17.3075
2531,2026-03-09,24,2,1,6,4,0.01,6.16,8.932
2532,2026-01-20,42,2,2,25,2,0.01,25.3,44.275
2533,2026-03-09,18,2,4,12,2,0.02,13.16,23.03
2534,2026-02-04,78,3,1,16,3,0.03,162.45,284.2875
2535,2026-03-11,8,2,3,19,2,0.04,9.08,15.89
2536,2026-04-02,64,2,1,12,4,0.05,26.32,46.06
2537,2026-04-08,88,2,4,28,2,0.01,15.04,26.32
2538,2026-08-28,71,3,2,21,4,0.05,9.0,15.75
2539,2026-02-07,26,2,3,23,3,0.03,46.769999999999996,81.8475
2540,2026-03-13,56,2,4,6,4,0.04,6.16,8.932
2541,2026-04-28,84,2,2,11,3,0.02,17.25,30.1875
2542,2026-08-12,69,1,3,27,4,0.03,31.96,55.93
2543,2026-02-04,6,2,1,2,4,0.0,272.6,395.27000000000004
2544,2026-07-17,74,3,1,17,2,0.03,130.9,229.07500000000002
2545,2026-05-06,14,3,3,5,1,0.04,154.25,223.6625
2546,2026-06-10,27,2,2,7,1,0.02,14.5,21.025
2547,2026-07-28,50,1,2,27,1,0.04,7.99,13.9825
2548,2026-06-16,51,3,1,14,2,0.04,16.9,29.574999999999996
2549,2026-02-04,23,1,1,20,1,0.01,4.75,8.3125
2550,2026-01-24,36,3,4,28,2,0.04,15.04,26.32
2551,2026-04-04,68,3,3,9,3,0.04,6.449999999999999,11.2875
2552,2026-04-27,81,1,1,19,3,0.0,13.620000000000001,23.835
2553,2026-08-24,85,2,3,5,4,0.02,617.0,894.65
2554,2026-02-12,25,3,4,14,4,0.01,33.8,59.14999999999999
2555,2026-04-14,91,1,3,32,4,0.05,49.88,87.29
2556,2026-01-02,91,1,3,9,2,0.04,4.3,7.5249999999999995
2557,2026-03-10,34,1,4,33,2,0.03,22.5,39.375
2558,2026-07-16,76,1,3,24,1,0.02,12.45,21.787499999999998
2559,2026-06-10,24,1,3,33,4,0.02,45.0,78.75
2560,2026-08-15,38,2,4,15,1,0.04,11.58,20.265
2561,2026-01-19,43,1,4,13,4,0.01,21.68,37.94
2562,2026-05-02,17,3,4,2,1,0.01,68.15,98.81750000000001
2563,2026-05-13,90,2,2,21,2,0.0,4.5,7.875
2564,2026-08-31,15,3,4,27,3,0.04,23.97,41.9475
2565,2026-04-22,44,3,3,14,4,0.0,33.8,59.14999999999999
2566,2026-03-06,14,1,1,32,2,0.05,24.94,43.645
2567,2026-06-10,52,2,4,2,2,0.01,136.3,197.63500000000002
2568,2026-01-09,19,1,4,22,4,0.01,29.8,52.15
2569,2026-05-16,70,2,4,28,3,0.05,22.56,39.480000000000004
2570,2026-04-23,30,2,4,10,2,0.05,6.7,11.725
2571,2026-04-17,87,2,3,31,2,0.01,20.5,35.875
2572,2026-01-02,19,2,3,25,1,0.03,12.65,22.1375
2573,2026-05-02,51,1,2,26,1,0.04,13.75,24.0625
2574,2026-01-29,5,1,4,24,3,0.02,37.349999999999994,65.3625
2575,2026-01-13,67,3,3,4,3,0.0,286.04999999999995,414.7725
2576,2026-08-11,45,1,1,11,3,0.01,17.25,30.1875
2577,2026-06-13,22,3,4,18,2,0.01,154.64,270.62
2578,2026-06-09,50,2,2,14,3,0.02,25.349999999999998,44.3625
2579,2026-06-03,11,1,1,4,4,0.03,381.4,553.03
2580,2026-02-13,87,3,1,1,2,0.02,80.22,116.31899999999999
2581,2026-05-08,48,3,4,16,1,0.05,54.15,94.7625
2582,2026-07-14,84,3,2,3,3,0.01,225.71999999999997,327.294
2583,2026-08-21,97,3,2,34,4,0.03,39.56,69.23
2584,2026-08-17,72,2,3,14,2,0.04,16.9,29.574999999999996
2585,2026-06-15,4,1,4,17,3,0.04,196.35000000000002,343.6125
2586,2026-01-06,36,3,1,2,1,0.02,68.15,98.81750000000001
2587,2026-01-27,85,1,1,18,3,0.02,231.95999999999998,405.93
2588,2026-01-31,64,1,2,22,2,0.02,14.9,26.075
2589,2026-01-05,14,1,1,18,4,0.0,309.28,541.24
2590,2026-02-12,6,3,2,2,2,0.02,136.3,197.63500000000002
2591,2026-07-21,60,2,2,19,4,0.04,18.16,31.78
2592,2026-03-05,11,2,3,2,4,0.04,272.6,395.27000000000004
2593,2026-03-23,84,3,3,20,2,0.02,9.5,16.625
2594,2026-05-21,66,2,4,21,2,0.05,4.5,7.875
2595,2026-05-16,9,1,4,22,3,0.05,22.35,39.1125
2596,2026-06-23,70,3,1,21,3,0.01,6.75,11.8125
2597,2026-02-05,94,3,1,28,3,0.03,22.56,39.480000000000004
2598,2026-05-14,36,1,1,7,1,0.0,14.5,21.025
2599,2026-04-24,28,1,1,31,3,0.04,30.75,53.8125
2600,2026-03-07,33,2,4,17,3,0.01,196.35000000000002,343.6125
2601,2026-01-17,31,1,1,31,1,0.0,10.25,17.9375
2602,2026-03-27,92,2,2,20,2,0.01,9.5,16.625
2603,2026-03-28,90,3,2,17,3,0.01,196.35000000000002,343.6125
2604,2026-07-21,47,3,3,25,3,0.02,37.95,66.4125
2605,2026-02-27,34,1,3,23,2,0.04,31.18,54.565
2606,2026-08-10,37,1,2,25,2,0.04,25.3,44.275
2607,2026-06-15,29,3,4,12,3,0.02,19.740000000000002,34.545
2608,2026-02-04,10,3,3,20,2,0.03,9.5,16.625
2609,2026-06-09,57,1,3,3,4,0.04,300.96,436.39199999999994
2610,2026-08-08,39,1,1,14,2,0.01,16.9,29.574999999999996
2611,2026-05-23,57,1,3,33,4,0.01,45.0,78.75
2612,2026-04-13,59,2,3,33,3,0.04,33.75,59.0625
2613,2026-03-21,60,3,4,15,1,0.01,11.58,20.265
2614,2026-05-22,73,1,1,22,2,0.04,14.9,26.075
2615,2026-03-12,80,3,1,15,3,0.05,34.74,60.795
2616,2026-08-10,19,3,4,5,3,0.02,462.75,670.9875
2617,2026-07-08,23,1,2,25,2,0.02,25.3,44.275
2618,2026-02-24,99,3,4,33,4,0.01,45.0,78.75
2619,2026-05-22,26,2,3,9,4,0.0,8.6,15.049999999999999
2620,2026-03-14,39,3,3,25,4,0.02,50.6,88.55
2621,2026-06-22,3,3,2,22,3,0.04,22.35,39.1125
2622,2026-04-16,73,2,1,8,1,0.03,2.25,3.2624999999999997
2623,2026-01-06,45,1,4,5,3,0.05,462.75,670.9875
2624,2026-05-15,90,2,3,25,1,0.05,12.65,22.1375
2625,2026-04-20,37,3,3,13,3,0.03,16.259999999999998,28.455
2626,2026-08-08,46,3,3,30,1,0.02,16.45,28.787499999999998
2627,2026-05-02,64,1,3,18,1,0.01,77.32,135.31
2628,2026-08-27,42,1,2,31,2,0.03,20.5,35.875
2629,2026-07-24,46,3,1,5,3,0.05,462.75,670.9875
2630,2026-08-18,45,2,3,18,4,0.01,309.28,541.24
2631,2026-03-09,12,3,4,22,2,0.01,14.9,26.075
2632,2026-04-03,68,1,1,20,3,0.05,14.25,24.9375
2633,2026-02-12,59,2,2,12,4,0.04,26.32,46.06
2634,2026-08-14,57,3,3,13,3,0.01,16.259999999999998,28.455
2635,2026-04-13,56,1,1,11,3,0.03,17.25,30.1875
2636,2026-01-29,93,3,1,5,1,0.03,154.25,223.6625
2637,2026-06-16,68,2,2,22,3,0.05,22.35,39.1125
2638,2026-06-29,6,2,4,8,3,0.04,6.75,9.7875
2639,2026-06-25,63,1,1,27,2,0.05,15.98,27.965
2640,2026-08-18,98,3,2,26,1,0.01,13.75,24.0625
2641,2026-02-24,56,2,2,29,1,0.0,8.52,14.91
2642,2026-03-06,19,2,4,18,4,0.01,309.28,541.24
2643,2026-07-17,22,2,2,27,3,0.04,23.97,41.9475
2644,2026-07-11,23,2,4,20,3,0.0,14.25,24.9375
2645,2026-02-03,49,3,4,14,4,0.01,33.8,59.14999999999999
2646,2026-07-11,26,3,2,28,1,0.02,7.52,13.16
2647,2026-08-12,25,1,2,21,3,0.04,6.75,11.8125
2648,2026-02-20,23,2,4,29,2,0.02,17.04,29.82
2649,2026-03-17,24,2,4,1,2,0.02,80.22,116.31899999999999
2650,2026-07-28,45,3,2,9,2,0.01,4.3,7.5249999999999995
2651,2026-06-19,15,2,2,14,1,0.04,8.45,14.787499999999998
2652,2026-03-10,2,3,3,34,1,0.04,9.89,17.3075
2653,2026-07-30,29,3,3,4,2,0.04,190.7,276.515
2654,2026-04-25,3,2,2,1,2,0.01,80.22,116.31899999999999
2655,2026-01-23,45,1,3,3,3,0.01,225.71999999999997,327.294
2656,2026-05-01,17,1,3,13,2,0.05,10.84,18.97
2657,2026-03-26,86,2,1,20,4,0.04,19.0,33.25
2658,2026-06-02,15,1,1,4,1,0.01,95.35,138.2575
2659,2026-07-28,16,3,3,17,3,0.03,196.35000000000002,343.6125
2660,2026-04-03,34,2,3,22,4,0.05,29.8,52.15
2661,2026-06-26,8,1,2,34,2,0.01,19.78,34.615
2662,2026-04-27,47,2,1,29,4,0.03,34.08,59.64
2663,2026-01-13,6,1,3,8,3,0.02,6.75,9.7875
2664,2026-04-10,39,3,4,19,1,0.03,4.54,7.945
2665,2026-01-12,73,3,3,4,3,0.01,286.04999999999995,414.7725
2666,2026-03-12,90,2,4,20,4,0.03,19.0,33.25
2667,2026-01-17,85,3,2,20,4,0.03,19.0,33.25
2668,2026-03-06,21,3,3,25,3,0.03,37.95,66.4125
2669,2026-05-23,3,3,4,10,1,0.04,3.35,5.8625
2670,2026-01-12,10,3,1,20,4,0.04,19.0,33.25
2671,2026-07-29,26,2,3,7,2,0.03,29.0,42.05
2672,2026-08-01,41,1,2,21,4,0.01,9.0,15.75
2673,2026-03-18,84,2,2,15,1,0.0,11.58,20.265
2674,2026-08-31,11,2,1,28,3,0.02,22.56,39.480000000000004
2675,2026-02-13,43,3,4,27,4,0.03,31.96,55.93
2676,2026-04-24,2,1,2,23,2,0.04,31.18,54.565
2677,2026-03-09,68,2,2,3,3,0.01,225.71999999999997,327.294
2678,2026-08-01,42,2,3,14,1,0.02,8.45,14.787499999999998
2679,2026-08-25,19,1,4,31,3,0.03,30.75,53.8125
2680,2026-05-16,49,1,4,24,1,0.03,12.45,21.787499999999998
2681,2026-08-25,23,2,1,34,2,0.0,19.78,34.615
2682,2026-05-25,38,1,1,27,1,0.04,7.99,13.9825
2683,2026-07-03,98,2,3,24,1,0.01,12.45,21.787499999999998
2684,2026-01-28,58,3,1,9,1,0.02,2.15,3.7624999999999997
2685,2026-06-09,72,3,4,5,1,0.03,154.25,223.6625
2686,2026-05-27,83,3,4,33,1,0.03,11.25,19.6875
2687,2026-04-17,23,2,1,8,2,0.03,4.5,6.5249999999999995
2688,2026-05-12,2,3,1,16,2,0.02,108.3,189.525
2689,2026-02-03,55,2,4,13,3,0.02,16.259999999999998,28.455
2690,2026-03-09,26,3,3,11,1,0.03,5.75,10.0625
2691,2026-02-19,25,3,3,5,4,0.01,617.0,894.65
2692,2026-03-20,89,3,3,10,1,0.02,3.35,5.8625
2693,2026-05-20,94,1,3,8,1,0.03,2.25,3.2624999999999997
2694,2026-06-16,26,2,4,13,2,0.03,10.84,18.97
2695,2026-04-01,12,2,3,5,1,0.03,154.25,223.6625
2696,2026-04-08,84,3,1,23,2,0.04,31.18,54.565
2697,2026-06-13,79,1,1,5,2,0.03,308.5,447.325
2698,2026-07-15,50,3,2,34,2,0.01,19.78,34.615
2699,2026-03-18,55,2,2,27,2,0.02,15.98,27.965
2700,2026-02-27,12,1,1,8,4,0.01,9.0,13.049999999999999
2701,2026-01-21,21,2,4,24,4,0.03,49.8,87.14999999999999
2702,2026-07-11,57,1,2,16,4,0.05,216.6,379.05
2703,2026-06-30,77,2,4,31,4,0.02,41.0,71.75
2704,2026-03-31,16,3,3,27,1,0.0,7.99,13.9825
2705,2026-05-05,47,1,3,34,3,0.01,29.67,51.9225
2706,2026-05-20,61,1,1,22,1,0.02,7.45,13.0375
2707,2026-08-21,90,3,1,24,3,0.04,37.349999999999994,65.3625
2708,2026-08-21,5,1,1,14,2,0.02,16.9,29.574999999999996
2709,2026-07-24,12,3,1,26,4,0.05,55.0,96.25
2710,2026-02-09,70,1,4,4,1,0.03,95.35,138.2575
2711,2026-05-18,45,3,3,28,4,0.01,30.08,52.64
2712,2026-05-13,44,3,1,6,3,0.03,4.62,6.699
2713,2026-08-06,3,2,4,8,2,0.02,4.5,6.5249999999999995
2714,2026-06-10,70,2,3,11,1,0.04,5.75,10.0625
2715,2026-08-19,17,3,3,1,4,0.03,160.44,232.63799999999998
2716,2026-08-26,24,1,3,1,4,0.02,160.44,232.63799999999998
2717,2026-01-06,34,2,2,27,1,0.03,7.99,13.9825
2718,2026-07-31,28,1,2,14,1,0.01,8.45,14.787499999999998
2719,2026-06-02,86,1,4,5,3,0.05,462.75,670.9875
2720,2026-08-04,29,2,2,2,2,0.01,136.3,197.63500000000002
2721,2026-02-17,96,3,4,26,2,0.01,27.5,48.125
2722,2026-02-03,44,2,1,23,1,0.04,15.59,27.2825
2723,2026-01-19,78,2,3,8,1,0.05,2.25,3.2624999999999997
2724,2026-05-07,2,1,4,18,4,0.04,309.28,541.24
2725,2026-06-01,84,1,4,21,4,0.05,9.0,15.75
2726,2026-03-07,80,3,4,17,4,0.03,261.8,458.15000000000003
2727,2026-07-13,50,1,4,17,4,0.01,261.8,458.15000000000003
2728,2026-07-07,37,3,1,1,3,0.02,120.33,174.4785
2729,2026-08-25,71,2,1,19,3,0.0,13.620000000000001,23.835
2730,2026-08-05,18,2,4,19,1,0.02,4.54,7.945
2731,2026-08-28,59,3,1,29,3,0.02,25.56,44.730000000000004
2732,2026-05-22,65,2,4,2,3,0.04,204.45000000000002,296.45250000000004
2733,2026-01-19,1,2,4,25,4,0.04,50.6,88.55
2734,2026-03-31,70,3,2,19,1,0.03,4.54,7.945
2735,2026-08-28,91,2,3,8,3,0.05,6.75,9.7875
2736,2026-05-16,23,3,2,7,3,0.02,43.5,63.074999999999996
2737,2026-02-27,93,2,3,5,4,0.0,617.0,894.65
2738,2026-06-20,84,2,1,2,4,0.02,272.6,395.27000000000004
2739,2026-03-25,58,3,4,5,1,0.0,154.25,223.6625
2740,2026-07-15,83,3,1,16,1,0.01,54.15,94.7625
2741,2026-03-04,76,2,2,5,1,0.05,154.25,223.6625
2742,2026-01-16,25,3,2,13,1,0.01,5.42,9.485
2743,2026-01-14,97,3,3,21,3,0.05,6.75,11.8125
2744,2026-07-01,5,1,3,33,3,0.02,33.75,59.0625
2745,2026-01-06,65,3,1,23,4,0.02,62.36,109.13
2746,2026-08-28,95,1,2,18,1,0.01,77.32,135.31
2747,2026-03-07,22,2,1,27,2,0.03,15.98,27.965
2748,2026-02-18,61,2,2,30,3,0.0,49.349999999999994,86.3625
2749,2026-05-18,52,1,2,11,1,0.02,5.75,10.0625
2750,2026-08-04,88,1,2,32,3,0.04,37.410000000000004,65.4675
2751,2026-04-30,59,3,3,26,4,0.05,55.0,96.25
2752,2026-06-06,56,2,2,27,3,0.04,23.97,41.9475
2753,2026-06-26,67,2,3,6,1,0.01,1.54,2.233
2754,2026-07-27,30,2,3,31,4,0.02,41.0,71.75
2755,2026-07-06,24,1,4,10,4,0.02,13.4,23.45
2756,2026-01-17,26,2,2,9,3,0.02,6.449999999999999,11.2875
2757,2026-01-10,69,3,1,34,4,0.03,39.56,69.23
2758,2026-01-13,91,2,2,33,3,0.01,33.75,59.0625
2759,2026-05-25,4,2,2,25,2,0.02,25.3,44.275
2760,2026-04-13,57,3,3,3,4,0.01,300.96,436.39199999999994
2761,2026-05-26,90,1,4,29,4,0.04,34.08,59.64
2762,2026-03-21,81,1,3,29,3,0.04,25.56,44.730000000000004
2763,2026-02-18,71,2,2,12,4,0.03,26.32,46.06
2764,2026-07-08,43,2,3,28,4,0.04,30.08,52.64
2765,2026-05-06,73,1,2,10,4,0.01,13.4,23.45
2766,2026-07-03,64,2,2,6,3,0.05,4.62,6.699
2767,2026-08-13,60,3,1,33,4,0.03,45.0,78.75
2768,2026-03-07,1,1,1,26,1,0.02,13.75,24.0625
2769,2026-03-21,38,1,4,10,3,0.0,10.05,17.5875
2770,2026-07-23,85,2,2,5,1,0.04,154.25,223.6625
2771,2026-08-31,81,1,4,14,3,0.04,25.349999999999998,44.3625
2772,2026-02-02,43,3,4,16,1,0.01,54.15,94.7625
2773,2026-01-07,1,2,2,23,1,0.03,15.59,27.2825
2774,2026-07-06,31,3,1,15,1,0.04,11.58,20.265
2775,2026-08-29,82,1,1,2,1,0.0,68.15,98.81750000000001
2776,2026-05-09,26,3,1,16,3,0.03,162.45,284.2875
2777,2026-02-12,62,3,3,4,3,0.0,286.04999999999995,414.7725
2778,2026-04-29,92,3,2,27,1,0.02,7.99,13.9825
2779,2026-02-21,78,2,3,20,4,0.05,19.0,33.25
2780,2026-01-02,20,2,1,11,2,0.03,11.5,20.125
2781,2026-07-30,59,2,1,5,3,0.02,462.75,670.9875
2782,2026-04-10,49,3,3,19,2,0.03,9.08,15.89
2783,2026-01-12,13,3,4,32,3,0.03,37.410000000000004,65.4675
2784,2026-04-07,78,1,3,3,2,0.01,150.48,218.19599999999997
2785,2026-06-05,60,2,1,20,2,0.02,9.5,16.625
2786,2026-05-29,40,1,3,4,2,0.04,190.7,276.515
2787,2026-02-05,29,3,3,14,1,0.04,8.45,14.787499999999998
2788,2026-04-30,91,2,2,4,1,0.05,95.35,138.2575
2789,2026-05-21,79,2,2,6,4,0.0,6.16,8.932
2790,2026-07-25,71,2,4,4,3,0.03,286.04999999999995,414.7725
2791,2026-03-18,12,2,4,3,4,0.01,300.96,436.39199999999994
2792,2026-06-15,42,3,4,25,1,0.02,12.65,22.1375
2793,2026-06-25,51,2,4,25,4,0.01,50.6,88.55
2794,2026-08-05,56,3,1,20,3,0.01,14.25,24.9375
2795,2026-05-29,41,3,2,9,2,0.0,4.3,7.5249999999999995
2796,2026-06-24,25,1,1,21,4,0.0,9.0,15.75
2797,2026-04-06,53,3,4,13,1,0.05,5.42,9.485
2798,2026-04-09,13,2,3,17,4,0.03,261.8,458.15000000000003
2799,2026-01-19,92,2,1,3,4,0.04,300.96,436.39199999999994
2800,2026-04-21,13,3,4,23,4,0.04,62.36,109.13
2801,2026-03-19,41,1,3,7,2,0.02,29.0,42.05
2802,2026-05-25,14,1,3,14,1,0.04,8.45,14.787499999999998
2803,2026-01-16,98,3,1,23,1,0.01,15.59,27.2825
2804,2026-06-03,38,3,2,25,3,0.03,37.95,66.4125
2805,2026-08-08,15,2,3,19,4,0.01,18.16,31.78
2806,2026-03-03,78,2,2,11,2,0.05,11.5,20.125
2807,2026-04-20,8,2,1,10,1,0.03,3.35,5.8625
2808,2026-02-09,53,2,4,2,3,0.02,204.45000000000002,296.45250000000004
2809,2026-04-03,96,1,3,29,1,0.04,8.52,14.91
2810,2026-03-02,10,2,4,31,3,0.04,30.75,53.8125
2811,2026-01-03,96,3,4,17,1,0.04,65.45,114.53750000000001
2812,2026-04-13,62,2,1,5,3,0.02,462.75,670.9875
2813,2026-03-27,31,2,3,31,4,0.04,41.0,71.75
2814,2026-08-25,99,1,2,20,1,0.01,4.75,8.3125
2815,2026-07-11,15,2,4,20,4,0.02,19.0,33.25
2816,2026-08-19,30,1,3,22,4,0.04,29.8,52.15
2817,2026-02-16,31,3,2,12,4,0.02,26.32,46.06
2818,2026-08-01,32,3,3,29,4,0.05,34.08,59.64
2819,2026-08-19,6,3,2,8,4,0.04,9.0,13.049999999999999
2820,2026-07-28,65,2,1,11,2,0.05,11.5,20.125
2821,2026-08-15,75,1,2,20,1,0.05,4.75,8.3125
2822,2026-04-01,4,3,4,11,2,0.03,11.5,20.125
2823,2026-06-30,73,2,2,14,3,0.04,25.349999999999998,44.3625
2824,2026-06-13,56,2,4,12,2,0.01,13.16,23.03
2825,2026-06-24,36,1,2,25,4,0.01,50.6,88.55
2826,2026-03-07,24,2,1,9,1,0.04,2.15,3.7624999999999997
2827,2026-01-19,46,3,2,10,2,0.02,6.7,11.725
2828,2026-04-07,47,3,3,10,3,0.04,10.05,17.5875
2829,2026-01-09,53,2,1,33,4,0.03,45.0,78.75
2830,2026-08-08,78,2,2,32,2,0.0,24.94,43.645
2831,2026-08-17,78,2,3,28,3,0.02,22.56,39.480000000000004
2832,2026-07-07,2,2,4,9,3,0.02,6.449999999999999,11.2875
2833,2026-05-08,91,3,3,3,4,0.03,300.96,436.39199999999994
2834,2026-07-07,30,2,2,26,3,0.01,41.25,72.1875
2835,2026-06-19,27,3,2,20,2,0.03,9.5,16.625
2836,2026-06-05,45,3,3,16,3,0.05,162.45,284.2875
2837,2026-04-01,65,2,2,25,3,0.02,37.95,66.4125
2838,2026-04-06,33,3,3,7,2,0.04,29.0,42.05
2839,2026-07-16,92,2,3,10,4,0.0,13.4,23.45
2840,2026-08-21,62,3,3,8,2,0.03,4.5,6.5249999999999995
2841,2026-07-20,59,2,1,34,2,0.02,19.78,34.615
2842,2026-03-11,33,3,1,4,3,0.0,286.04999999999995,414.7725
2843,2026-06-27,58,2,1,17,4,0.02,261.8,458.15000000000003
2844,2026-02-25,4,3,1,28,1,0.05,7.52,13.16
2845,2026-04-18,56,1,2,30,1,0.01,16.45,28.787499999999998
2846,2026-07-02,28,1,4,28,1,0.01,7.52,13.16
2847,2026-06-24,71,2,1,5,1,0.03,154.25,223.6625
2848,2026-06-01,79,3,1,2,4,0.04,272.6,395.27000000000004
2849,2026-07-07,40,1,1,4,2,0.01,190.7,276.515
2850,2026-01-27,9,2,2,34,1,0.02,9.89,17.3075
2851,2026-03-11,74,3,3,1,1,0.03,40.11,58.159499999999994
2852,2026-01-05,77,3,1,8,1,0.01,2.25,3.2624999999999997
2853,2026-04-06,25,1,2,31,4,0.02,41.0,71.75
2854,2026-07-01,50,2,1,7,4,0.02,58.0,84.1
2855,2026-04-10,48,2,2,18,4,0.02,309.28,541.24
2856,2026-04-18,3,2,3,25,1,0.04,12.65,22.1375
2857,2026-05-29,99,3,1,28,3,0.02,22.56,39.480000000000004
2858,2026-07-14,70,2,1,13,4,0.05,21.68,37.94
2859,2026-08-15,24,3,3,3,3,0.04,225.71999999999997,327.294
2860,2026-03-25,20,3,3,14,3,0.01,25.349999999999998,44.3625
2861,2026-07-01,33,1,1,19,1,0.02,4.54,7.945
2862,2026-01-10,72,3,4,5,2,0.04,308.5,447.325
2863,2026-07-31,13,2,3,18,3,0.01,231.95999999999998,405.93
2864,2026-07-31,91,2,4,33,2,0.03,22.5,39.375
2865,2026-06-25,29,2,3,27,4,0.05,31.96,55.93
2866,2026-03-12,17,2,2,20,4,0.0,19.0,33.25
2867,2026-04-28,8,1,3,32,2,0.03,24.94,43.645
2868,2026-01-12,99,2,3,28,1,0.03,7.52,13.16
2869,2026-07-02,18,3,2,29,1,0.03,8.52,14.91
2870,2026-04-01,79,3,3,11,4,0.05,23.0,40.25
2871,2026-07-11,66,2,3,29,1,0.03,8.52,14.91
2872,2026-07-20,56,2,1,17,2,0.04,130.9,229.07500000000002
2873,2026-06-23,84,1,1,32,1,0.0,12.47,21.8225
2874,2026-04-27,75,2,2,6,1,0.05,1.54,2.233
2875,2026-06-20,31,3,2,8,3,0.04,6.75,9.7875
2876,2026-07-07,95,2,4,17,1,0.04,65.45,114.53750000000001
2877,2026-07-20,38,3,1,24,1,0.0,12.45,21.787499999999998
2878,2026-04-07,47,1,1,30,3,0.02,49.349999999999994,86.3625
2879,2026-08-31,14,2,4,3,3,0.02,225.71999999999997,327.294
2880,2026-08-28,25,2,2,25,4,0.02,50.6,88.55
2881,2026-08-05,77,1,2,9,3,0.02,6.449999999999999,11.2875
2882,2026-03-24,36,2,2,33,2,0.03,22.5,39.375
2883,2026-03-06,32,2,4,19,2,0.01,9.08,15.89
2884,2026-01-13,45,1,2,11,3,0.01,17.25,30.1875
2885,2026-03-12,81,3,1,6,3,0.01,4.62,6.699
2886,2026-06-26,26,3,3,6,2,0.03,3.08,4.466
2887,2026-05-07,74,3,1,17,1,0.03,65.45,114.53750000000001
2888,2026-01-30,42,2,3,28,1,0.04,7.52,13.16
2889,2026-01-26,37,2,1,14,3,0.02,25.349999999999998,44.3625
2890,2026-07-27,55,3,3,4,1,0.01,95.35,138.2575
2891,2026-07-15,76,2,4,11,1,0.04,5.75,10.0625
2892,2026-04-30,70,3,4,26,2,0.03,27.5,48.125
2893,2026-01-14,98,2,2,24,4,0.03,49.8,87.14999999999999
2894,2026-04-17,65,1,1,33,3,0.01,33.75,59.0625
2895,2026-04-16,38,2,4,14,3,0.0,25.349999999999998,44.3625
2896,2026-05-30,10,3,3,10,3,0.03,10.05,17.5875
2897,2026-02-24,15,3,1,24,3,0.04,37.349999999999994,65.3625
2898,2026-05-14,69,3,1,23,1,0.02,15.59,27.2825
2899,2026-07-13,79,2,4,30,2,0.03,32.9,57.574999999999996
2900,2026-04-24,31,3,1,30,3,0.05,49.349999999999994,86.3625
2901,2026-05-09,44,1,2,21,2,0.03,4.5,7.875
2902,2026-04-21,15,1,2,23,4,0.03,62.36,109.13
2903,2026-03-21,89,2,1,34,4,0.03,39.56,69.23
2904,2026-03-31,54,3,1,7,3,0.02,43.5,63.074999999999996
2905,2026-01-31,21,3,2,32,3,0.03,37.410000000000004,65.4675
2906,2026-07-23,15,3,1,19,1,0.03,4.54,7.945
2907,2026-07-02,27,1,1,9,2,0.05,4.3,7.5249999999999995
2908,2026-08-06,28,3,1,25,2,0.03,25.3,44.275
2909,2026-07-20,16,3,3,13,3,0.0,16.259999999999998,28.455
2910,2026-02-25,6,2,2,23,2,0.01,31.18,54.565
2911,2026-05-09,23,3,3,6,3,0.04,4.62,6.699
2912,2026-02-06,62,3,1,8,2,0.04,4.5,6.5249999999999995
2913,2026-08-15,33,2,1,12,3,0.0,19.740000000000002,34.545
2914,2026-05-02,37,3,2,21,4,0.02,9.0,15.75
2915,2026-07-16,39,3,3,25,1,0.02,12.65,22.1375
2916,2026-03-12,22,1,2,33,4,0.04,45.0,78.75
2917,2026-06-27,64,1,3,28,2,0.01,15.04,26.32
2918,2026-02-06,6,1,1,17,2,0.02,130.9,229.07500000000002
2919,2026-04-30,63,3,1,3,1,0.02,75.24,109.09799999999998
2920,2026-04-10,8,1,1,22,3,0.02,22.35,39.1125
2921,2026-06-02,95,3,4,24,4,0.04,49.8,87.14999999999999
2922,2026-01-14,43,2,3,1,4,0.03,160.44,232.63799999999998
2923,2026-02-02,90,2,2,26,4,0.04,55.0,96.25
2924,2026-01-10,2,3,2,17,4,0.04,261.8,458.15000000000003
2925,2026-05-05,92,3,2,17,3,0.04,196.35000000000002,343.6125
2926,2026-04-11,30,2,4,31,1,0.01,10.25,17.9375
2927,2026-06-05,92,2,4,8,4,0.02,9.0,13.049999999999999
2928,2026-07-30,83,1,3,12,2,0.04,13.16,23.03
2929,2026-01-13,5,3,2,32,3,0.01,37.410000000000004,65.4675
2930,2026-08-08,2,2,3,2,2,0.01,136.3,197.63500000000002
